ts_code,symbol,name,area,industry,fullname,market,exchange,list_status,list_date
000726.SZ,000726,鲁泰A,山东,纺织,鲁泰纺织股份有限公司,主板,SZSE,L,2000-12-25
000727.SZ,000727,冠捷科技,江苏,元器件,冠捷电子科技股份有限公司,主板,SZSE,L,1997-05-20
000728.SZ,000728,国元证券,安徽,证券,国元证券股份有限公司,主板,SZSE,L,1997-06-16
000729.SZ,000729,燕京啤酒,北京,啤酒,北京燕京啤酒股份有限公司,主板,SZSE,L,1997-07-16
000731.SZ,000731,四川美丰,四川,农药化肥,四川美丰化工股份有限公司,主板,SZSE,L,1997-06-17
000733.SZ,000733,振华科技,贵州,元器件,中国振华(集团)科技股份有限公司,主板,SZSE,L,1997-07-03
000735.SZ,000735,罗牛山,海南,农业综合,罗牛山股份有限公司,主板,SZSE,L,1997-06-11
000736.SZ,000736,中交地产,重庆,全国地产,中交地产股份有限公司,主板,SZSE,L,1997-04-25
000737.SZ,000737,北方铜业,山西,铜,北方铜业股份有限公司,主板,SZSE,L,1997-04-28
000738.SZ,000738,航发控制,江苏,航空,中国航发动力控制股份有限公司,主板,SZSE,L,1997-06-26
000739.SZ,000739,普洛药业,浙江,化学制药,普洛药业股份有限公司,主板,SZSE,L,1997-05-09
000750.SZ,000750,国海证券,广西,证券,国海证券股份有限公司,主板,SZSE,L,1997-07-09
000751.SZ,000751,锌业股份,辽宁,铅锌,葫芦岛锌业股份有限公司,主板,SZSE,L,1997-06-26
000752.SZ,000752,*ST西发,西藏,啤酒,西藏发展股份有限公司,主板,SZSE,L,1997-06-25
000753.SZ,000753,漳州发展,福建,汽车服务,福建漳州发展股份有限公司,主板,SZSE,L,1997-06-26
000755.SZ,000755,山西高速,山西,路桥,山西高速集团股份有限公司,主板,SZSE,L,1997-06-27
000756.SZ,000756,新华制药,山东,化学制药,山东新华制药股份有限公司,主板,SZSE,L,1997-08-06
000757.SZ,000757,浩物股份,四川,汽车服务,四川浩物机电股份有限公司,主板,SZSE,L,1997-06-27
000758.SZ,000758,中色股份,北京,铅锌,中国有色金属建设股份有限公司,主板,SZSE,L,1997-04-16
000759.SZ,000759,中百集团,湖北,超市连锁,中百控股集团股份有限公司,主板,SZSE,L,1997-05-19
000761.SZ,000761,本钢板材,辽宁,普钢,本钢板材股份有限公司,主板,SZSE,L,1998-01-15
000762.SZ,000762,西藏矿业,西藏,小金属,西藏矿业发展股份有限公司,主板,SZSE,L,1997-07-08
000766.SZ,000766,通化金马,吉林,化学制药,通化金马药业集团股份有限公司,主板,SZSE,L,1997-04-30
000767.SZ,000767,晋控电力,山西,火力发电,晋能控股山西电力股份有限公司,主板,SZSE,L,1997-06-09
000768.SZ,000768,中航西飞,陕西,航空,中航西安飞机工业集团股份有限公司,主板,SZSE,L,1997-06-26
000776.SZ,000776,广发证券,广东,证券,广发证券股份有限公司,主板,SZSE,L,1997-06-11
000777.SZ,000777,中核科技,江苏,机械基件,中核苏阀科技实业股份有限公司,主板,SZSE,L,1997-07-10
000778.SZ,000778,新兴铸管,河北,钢加工,新兴铸管股份有限公司,主板,SZSE,L,1997-06-06
000779.SZ,000779,甘咨询,甘肃,建筑工程,甘肃工程咨询集团股份有限公司,主板,SZSE,L,1997-05-28
000782.SZ,000782,美达股份,广东,化纤,广东新会美达锦纶股份有限公司,主板,SZSE,L,1997-06-19
000783.SZ,000783,长江证券,湖北,证券,长江证券股份有限公司,主板,SZSE,L,1997-07-31
000785.SZ,000785,居然之家,湖北,百货,居然之家新零售集团股份有限公司,主板,SZSE,L,1997-07-11
000786.SZ,000786,北新建材,北京,其他建材,北新集团建材股份有限公司,主板,SZSE,L,1997-06-06
000788.SZ,000788,北大医药,重庆,化学制药,北大医药股份有限公司,主板,SZSE,L,1997-06-16
000789.SZ,000789,万年青,江西,水泥,江西万年青水泥股份有限公司,主板,SZSE,L,1997-09-23
000790.SZ,000790,华神科技,四川,中成药,成都华神科技集团股份有限公司,主板,SZSE,L,1998-03-27
000791.SZ,000791,甘肃能源,甘肃,水力发电,甘肃电投能源发展股份有限公司,主板,SZSE,L,1997-10-14
000792.SZ,000792,盐湖股份,青海,农药化肥,青海盐湖工业股份有限公司,主板,SZSE,L,1997-09-04
000793.SZ,000793,华闻集团,海南,出版业,华闻传媒投资集团股份有限公司,主板,SZSE,L,1997-07-29
000795.SZ,000795,英洛华,浙江,矿物制品,英洛华科技股份有限公司,主板,SZSE,L,1997-08-08
000796.SZ,000796,*ST凯撒,海南,旅游服务,凯撒同盛发展股份有限公司,主板,SZSE,L,1997-07-03
000797.SZ,000797,中国武夷,福建,全国地产,中国武夷实业股份有限公司,主板,SZSE,L,1997-07-15
000798.SZ,000798,中水渔业,北京,渔业,中水集团远洋股份有限公司,主板,SZSE,L,1998-02-12
000799.SZ,000799,酒鬼酒,湖南,白酒,酒鬼酒股份有限公司,主板,SZSE,L,1997-07-18
000800.SZ,000800,一汽解放,吉林,汽车整车,一汽解放集团股份有限公司,主板,SZSE,L,1997-06-18
000801.SZ,000801,四川九洲,四川,家用电器,四川九洲电器股份有限公司,主板,SZSE,L,1998-05-06
000802.SZ,000802,北京文化,北京,影视音像,北京京西文化旅游股份有限公司,主板,SZSE,L,1998-01-08
000803.SZ,000803,山高环能,四川,环境保护,山高环能集团股份有限公司,主板,SZSE,L,1998-03-03
000807.SZ,000807,云铝股份,云南,铝,云南铝业股份有限公司,主板,SZSE,L,1998-04-08
000809.SZ,000809,*ST新城,辽宁,区域地产,铁岭新城投资控股(集团)股份有限公司,主板,SZSE,L,1998-06-16
000810.SZ,000810,创维数字,四川,家用电器,创维数字股份有限公司,主板,SZSE,L,1998-06-02
000811.SZ,000811,冰轮环境,山东,工程机械,冰轮环境技术股份有限公司,主板,SZSE,L,1998-05-28
000812.SZ,000812,陕西金叶,陕西,广告包装,陕西金叶科教集团股份有限公司,主板,SZSE,L,1998-06-23
000813.SZ,000813,德展健康,新疆,化学制药,德展大健康股份有限公司,主板,SZSE,L,1998-05-19
000815.SZ,000815,美利云,宁夏,造纸,中冶美利云产业投资股份有限公司,主板,SZSE,L,1998-06-09
000816.SZ,000816,智慧农业,江苏,农用机械,江苏农华智慧农业科技股份有限公司,主板,SZSE,L,1997-08-18
000818.SZ,000818,航锦科技,辽宁,化工原料,航锦科技股份有限公司,主板,SZSE,L,1997-10-17
000819.SZ,000819,岳阳兴长,湖南,石油加工,岳阳兴长石化股份有限公司,主板,SZSE,L,1997-06-25
000820.SZ,000820,神雾节能,江西,环境保护,神雾节能股份有限公司,主板,SZSE,L,1998-06-30
000821.SZ,000821,京山轻机,湖北,电气设备,湖北京山轻工机械股份有限公司,主板,SZSE,L,1998-06-26
000822.SZ,000822,山东海化,山东,化工原料,山东海化股份有限公司,主板,SZSE,L,1998-07-03
000823.SZ,000823,超声电子,广东,元器件,广东汕头超声电子股份有限公司,主板,SZSE,L,1997-10-08
000825.SZ,000825,太钢不锈,山西,特种钢,山西太钢不锈钢股份有限公司,主板,SZSE,L,1998-10-21
000826.SZ,000826,启迪环境,湖北,环境保护,启迪环境科技发展股份有限公司,主板,SZSE,L,1998-02-25
000828.SZ,000828,东莞控股,广东,路桥,东莞发展控股股份有限公司,主板,SZSE,L,1997-06-17
000829.SZ,000829,天音控股,江西,其他商业,天音通信控股股份有限公司,主板,SZSE,L,1997-12-02
000830.SZ,000830,鲁西化工,山东,农药化肥,鲁西化工集团股份有限公司,主板,SZSE,L,1998-08-07
000831.SZ,000831,中国稀土,江西,小金属,中国稀土集团资源科技股份有限公司,主板,SZSE,L,1998-09-11
000833.SZ,000833,粤桂股份,广西,综合类,广西粤桂广业控股股份有限公司,主板,SZSE,L,1998-11-11
000836.SZ,000836,ST富通,天津,通信设备,天津富通信息科技股份有限公司,主板,SZSE,L,1997-09-29
000837.SZ,000837,秦川机床,陕西,机床制造,秦川机床工具集团股份公司,主板,SZSE,L,1998-09-28
000838.SZ,000838,财信发展,重庆,区域地产,财信地产发展集团股份有限公司,主板,SZSE,L,1997-06-26
000839.SZ,000839,ST国安,北京,综合类,中信国安信息产业股份有限公司,主板,SZSE,L,1997-10-31
000848.SZ,000848,承德露露,河北,软饮料,承德露露股份公司,主板,SZSE,L,1997-11-13
000850.SZ,000850,华茂股份,安徽,纺织,安徽华茂纺织股份有限公司,主板,SZSE,L,1998-10-07
000851.SZ,000851,ST高鸿,贵州,通信设备,大唐高鸿网络股份有限公司,主板,SZSE,L,1998-06-09
000852.SZ,000852,石化机械,湖北,化工机械,中石化石油机械股份有限公司,主板,SZSE,L,1998-11-26
000856.SZ,000856,冀东装备,河北,专用机械,唐山冀东装备工程股份有限公司,主板,SZSE,L,1998-08-13
000858.SZ,000858,五粮液,四川,白酒,宜宾五粮液股份有限公司,主板,SZSE,L,1998-04-27
000859.SZ,000859,国风新材,安徽,塑料,安徽国风新材料股份有限公司,主板,SZSE,L,1998-11-19
000860.SZ,000860,顺鑫农业,北京,白酒,北京顺鑫农业股份有限公司,主板,SZSE,L,1998-11-04
000861.SZ,000861,海印股份,广东,其他商业,广东海印集团股份有限公司,主板,SZSE,L,1998-10-28
000862.SZ,000862,银星能源,宁夏,新型电力,宁夏银星能源股份有限公司,主板,SZSE,L,1998-09-15
000863.SZ,000863,三湘印象,上海,区域地产,三湘印象股份有限公司,主板,SZSE,L,1997-09-25
000868.SZ,000868,安凯客车,安徽,汽车整车,安徽安凯汽车股份有限公司,主板,SZSE,L,1997-07-25
000869.SZ,000869,张裕A,山东,红黄酒,烟台张裕葡萄酿酒股份有限公司,主板,SZSE,L,2000-10-26
000875.SZ,000875,吉电股份,吉林,火力发电,吉林电力股份有限公司,主板,SZSE,L,2002-09-26
000876.SZ,000876,新希望,四川,饲料,新希望六和股份有限公司,主板,SZSE,L,1998-03-11
000877.SZ,000877,天山股份,新疆,水泥,天山材料股份有限公司,主板,SZSE,L,1999-01-07
000878.SZ,000878,云南铜业,云南,铜,云南铜业股份有限公司,主板,SZSE,L,1998-06-02
000880.SZ,000880,潍柴重机,山东,专用机械,潍柴重机股份有限公司,主板,SZSE,L,1998-04-02
000881.SZ,000881,中广核技,辽宁,综合类,中广核核技术发展股份有限公司,主板,SZSE,L,1998-09-02
000882.SZ,000882,华联股份,北京,其他商业,北京华联商厦股份有限公司,主板,SZSE,L,1998-06-16
000883.SZ,000883,湖北能源,湖北,火力发电,湖北能源集团股份有限公司,主板,SZSE,L,1998-05-19
000885.SZ,000885,城发环境,河南,环境保护,城发环境股份有限公司,主板,SZSE,L,1999-03-19
000886.SZ,000886,海南高速,海南,区域地产,海南高速公路股份有限公司,主板,SZSE,L,1998-01-23
000887.SZ,000887,中鼎股份,安徽,汽车配件,安徽中鼎密封件股份有限公司,主板,SZSE,L,1998-12-03
000888.SZ,000888,峨眉山A,四川,旅游景点,峨眉山旅游股份有限公司,主板,SZSE,L,1997-10-21
000889.SZ,000889,ST中嘉,河北,通信设备,中嘉博创信息技术股份有限公司,主板,SZSE,L,1997-12-18
000890.SZ,000890,法尔胜,江苏,环境保护,江苏法尔胜股份有限公司,主板,SZSE,L,1999-01-19
000892.SZ,000892,欢瑞世纪,重庆,影视音像,欢瑞世纪联合股份有限公司,主板,SZSE,L,1999-01-15
000893.SZ,000893,亚钾国际,广东,农药化肥,亚钾国际投资(广州)股份有限公司,主板,SZSE,L,1998-12-24
000895.SZ,000895,双汇发展,河南,食品,河南双汇投资发展股份有限公司,主板,SZSE,L,1998-12-10
000897.SZ,000897,津滨发展,天津,区域地产,天津津滨发展股份有限公司,主板,SZSE,L,1999-04-22
000898.SZ,000898,鞍钢股份,辽宁,普钢,鞍钢股份有限公司,主板,SZSE,L,1997-12-25
000899.SZ,000899,赣能股份,江西,火力发电,江西赣能股份有限公司,主板,SZSE,L,1997-11-26
000900.SZ,000900,现代投资,湖南,路桥,现代投资股份有限公司,主板,SZSE,L,1999-01-28
000901.SZ,000901,航天科技,黑龙江,汽车配件,航天科技控股集团股份有限公司,主板,SZSE,L,1999-04-01
000902.SZ,000902,新洋丰,湖北,农药化肥,新洋丰农业科技股份有限公司,主板,SZSE,L,1999-04-08
000903.SZ,000903,云内动力,云南,汽车配件,昆明云内动力股份有限公司,主板,SZSE,L,1999-04-15
000905.SZ,000905,厦门港务,福建,港口,厦门港务发展股份有限公司,主板,SZSE,L,1999-04-29
000906.SZ,000906,浙商中拓,浙江,仓储物流,浙商中拓集团股份有限公司,主板,SZSE,L,1999-07-07
000908.SZ,000908,*ST景峰,湖南,化学制药,湖南景峰医药股份有限公司,主板,SZSE,L,1999-02-03
000909.SZ,000909,ST数源,浙江,综合类,数源科技股份有限公司,主板,SZSE,L,1999-05-07
000910.SZ,000910,大亚圣象,江苏,家居用品,大亚圣象家居股份有限公司,主板,SZSE,L,1999-06-30
000911.SZ,000911,广农糖业,广西,食品,广西农投糖业集团股份有限公司,主板,SZSE,L,1999-05-27
000912.SZ,000912,泸天化,四川,农药化肥,四川泸天化股份有限公司,主板,SZSE,L,1999-06-03
000913.SZ,000913,钱江摩托,浙江,摩托车,浙江钱江摩托股份有限公司,主板,SZSE,L,1999-05-14
000915.SZ,000915,华特达因,山东,化学制药,山东华特达因健康股份有限公司,主板,SZSE,L,1999-06-09
000917.SZ,000917,电广传媒,湖南,影视音像,湖南电广传媒股份有限公司,主板,SZSE,L,1999-03-25
000919.SZ,000919,金陵药业,江苏,化学制药,金陵药业股份有限公司,主板,SZSE,L,1999-11-18
000920.SZ,000920,沃顿科技,贵州,环境保护,沃顿科技股份有限公司,主板,SZSE,L,1999-06-16
000921.SZ,000921,海信家电,广东,家用电器,海信家电集团股份有限公司,主板,SZSE,L,1999-07-13
000922.SZ,000922,佳电股份,黑龙江,电气设备,哈尔滨电气集团佳木斯电机股份有限公司,主板,SZSE,L,1999-06-18
000923.SZ,000923,河钢资源,河北,普钢,河钢资源股份有限公司,主板,SZSE,L,1999-07-14
000925.SZ,000925,众合科技,浙江,运输设备,浙江众合科技股份有限公司,主板,SZSE,L,1999-06-11
000926.SZ,000926,福星股份,湖北,区域地产,湖北福星科技股份有限公司,主板,SZSE,L,1999-06-18
000927.SZ,000927,中国铁物,天津,仓储物流,中国铁路物资股份有限公司,主板,SZSE,L,1999-07-27
000928.SZ,000928,中钢国际,吉林,建筑工程,中钢国际工程技术股份有限公司,主板,SZSE,L,1999-03-12
000929.SZ,000929,兰州黄河,甘肃,啤酒,兰州黄河企业股份有限公司,主板,SZSE,L,1999-06-23
000930.SZ,000930,中粮科技,安徽,农业综合,中粮生物科技股份有限公司,主板,SZSE,L,1999-07-12
000931.SZ,000931,中关村,北京,化学制药,北京中关村科技发展(控股)股份有限公司,主板,SZSE,L,1999-07-12
000932.SZ,000932,华菱钢铁,湖南,普钢,湖南华菱钢铁股份有限公司,主板,SZSE,L,1999-08-03
000933.SZ,000933,神火股份,河南,铝,河南神火煤电股份有限公司,主板,SZSE,L,1999-08-31
000935.SZ,000935,四川双马,四川,水泥,四川和谐双马股份有限公司,主板,SZSE,L,1999-08-24
000936.SZ,000936,华西股份,江苏,化纤,江苏华西村股份有限公司,主板,SZSE,L,1999-08-10
000937.SZ,000937,冀中能源,河北,煤炭开采,冀中能源股份有限公司,主板,SZSE,L,1999-09-09
000938.SZ,000938,紫光股份,北京,软件服务,紫光股份有限公司,主板,SZSE,L,1999-11-04
000948.SZ,000948,南天信息,云南,软件服务,云南南天电子信息产业股份有限公司,主板,SZSE,L,1999-10-14
000949.SZ,000949,新乡化纤,河南,化纤,新乡化纤股份有限公司,主板,SZSE,L,1999-10-21
000950.SZ,000950,重药控股,重庆,医药商业,重药控股股份有限公司,主板,SZSE,L,1999-09-16
000951.SZ,000951,中国重汽,山东,汽车整车,中国重汽集团济南卡车股份有限公司,主板,SZSE,L,1999-11-25
000952.SZ,000952,广济药业,湖北,化学制药,湖北广济药业股份有限公司,主板,SZSE,L,1999-11-12
000953.SZ,000953,河化股份,广西,化学制药,广西河池化工股份有限公司,主板,SZSE,L,1999-12-02
000955.SZ,000955,欣龙控股,海南,纺织,欣龙控股(集团)股份有限公司,主板,SZSE,L,1999-12-09
000957.SZ,000957,中通客车,山东,汽车整车,中通客车股份有限公司,主板,SZSE,L,2000-01-13
000958.SZ,000958,电投产融,河北,多元金融,国家电投集团产融控股股份有限公司,主板,SZSE,L,1999-12-23
000959.SZ,000959,首钢股份,北京,普钢,北京首钢股份有限公司,主板,SZSE,L,1999-12-16
000960.SZ,000960,锡业股份,云南,小金属,云南锡业股份有限公司,主板,SZSE,L,2000-02-21
000961.SZ,000961,ST中南,江苏,全国地产,江苏中南建设集团股份有限公司,主板,SZSE,L,2000-03-01
000962.SZ,000962,东方钽业,宁夏,小金属,宁夏东方钽业股份有限公司,主板,SZSE,L,2000-01-20
000963.SZ,000963,华东医药,浙江,化学制药,华东医药股份有限公司,主板,SZSE,L,2000-01-27
000965.SZ,000965,天保基建,天津,区域地产,天津天保基建股份有限公司,主板,SZSE,L,2000-04-06
000966.SZ,000966,长源电力,湖北,火力发电,国家能源集团长源电力股份有限公司,主板,SZSE,L,2000-03-16
000967.SZ,000967,盈峰环境,浙江,环境保护,盈峰环境科技集团股份有限公司,主板,SZSE,L,2000-03-30
000968.SZ,000968,蓝焰控股,山西,石油开采,山西蓝焰控股股份有限公司,主板,SZSE,L,2000-06-22
000969.SZ,000969,安泰科技,北京,小金属,安泰科技股份有限公司,主板,SZSE,L,2000-05-29
000970.SZ,000970,中科三环,北京,矿物制品,北京中科三环高技术股份有限公司,主板,SZSE,L,2000-04-20
000971.SZ,000971,*ST高升,湖北,互联网,高升控股股份有限公司,主板,SZSE,L,2000-04-27
